crop_type,region,soil_type,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pest_risk,yield_ton_per_hectare
Rice,East,Black,1117.11,24.4,70.0,6.43,55.23,83.98,70.93,5.49,4.376
Rice,South,Alluvial,1073.35,30.32,65.53,6.5,112.02,23.6,48.88,7.26,5.283
Rice,East,Sandy,1175.29,30.75,68.15,5.68,46.99,30.45,140.13,3.41,6.722
Rice,East,Loamy,1146.44,24.67,49.92,6.22,93.18,76.92,58.04,2.95,4.979
Rice,Central,Clay,1278.74,26.96,92.68,6.1,124.86,49.96,36.28,7.6,5.39
Rice,West,Black,983.44,27.34,89.46,6.2,115.02,62.87,82.07,8.36,5.748
Rice,West,Black,1207.89,29.15,66.29,6.7,36.28,40.54,51.43,5.67,6.085
Rice,East,Alluvial,1098.77,31.04,69.16,6.94,112.09,19.5,86.14,8.43,3.54
Rice,South,Alluvial,876.11,29.85,57.19,5.74,109.3,90.55,126.7,2.06,9.153
Rice,West,Loamy,1246.11,26.59,63.38,6.15,168.47,44.64,58.69,3.62,7.605
Rice,East,Sandy,988.98,26.56,67.33,6.56,152.01,95.79,128.23,3.11,7.572
Rice,South,Clay,1379.72,29.4,65.2,5.69,113.81,53.48,121.77,2.6,9.554
Rice,Central,Loamy,1177.11,27.55,51.11,7.0,39.77,39.31,79.38,2.6,5.614
Rice,South,Alluvial,1046.81,25.71,81.48,6.29,59.32,101.24,42.56,2.03,5.514
Rice,North,Alluvial,1151.26,28.01,81.18,6.18,64.81,87.88,115.59,8.02,5.658
Rice,Central,Clay,1411.49,34.21,57.52,6.36,140.87,110.23,76.52,6.73,8.586
Rice,East,Black,1141.36,26.13,50.61,6.16,147.88,46.48,55.22,6.04,5.054
Rice,East,Alluvial,1152.0,25.04,59.87,5.9,162.65,82.54,55.01,9.57,4.258
Rice,East,Black,1258.53,30.41,78.12,6.1,55.1,35.84,66.98,4.41,7.692
Rice,North,Sandy,1457.3,33.51,93.82,6.71,74.25,51.75,115.79,5.27,9.479
Rice,North,Clay,841.98,28.67,75.5,6.01,53.86,44.3,132.49,8.41,5.105
Rice,South,Alluvial,1218.83,27.59,75.54,6.6,162.49,81.68,33.86,3.8,6.924
Rice,West,Black,1184.58,33.76,56.23,6.29,44.37,72.24,39.19,5.76,5.082
Rice,South,Alluvial,1143.99,28.59,49.82,5.79,129.03,58.29,125.95,1.49,8.52
Rice,South,Sandy,1375.84,35.3,63.26,6.7,99.83,32.46,39.0,8.71,6.17
Rice,North,Clay,969.39,28.11,53.41,5.94,107.29,67.16,70.93,2.58,6.199
Rice,West,Alluvial,1205.55,29.75,59.03,6.57,155.23,19.47,138.37,5.2,7.667
Rice,Central,Clay,1134.09,25.66,82.5,6.4,39.17,56.15,88.62,3.43,4.252
Rice,North,Loamy,1118.66,25.9,59.2,6.28,145.58,97.67,36.55,3.84,6.964
Rice,North,Loamy,1244.03,33.88,56.04,6.14,137.49,75.41,49.39,3.66,7.7
Rice,West,Black,1473.58,29.24,54.81,5.93,142.68,92.71,51.84,9.12,6.639
Rice,East,Loamy,1481.03,27.89,70.07,5.42,157.59,90.89,102.46,2.59,10.186
Rice,North,Sandy,1197.07,26.5,81.0,6.04,165.38,83.25,115.23,2.01,7.358
Rice,East,Loamy,1169.83,21.39,84.9,5.79,146.4,94.09,129.89,3.49,6.663
Rice,Central,Alluvial,1045.04,23.9,51.13,6.37,136.35,100.21,56.09,6.09,5.32
Rice,Central,Clay,1339.76,24.81,90.93,6.31,124.59,56.3,101.33,7.77,7.633
Rice,East,Black,1119.66,28.83,78.01,6.41,115.31,99.12,120.78,0.84,6.845
Rice,West,Alluvial,1261.87,28.17,85.37,5.67,96.76,50.54,53.0,3.98,5.834
Rice,West,Alluvial,1330.58,28.64,93.65,6.56,90.01,70.2,56.28,2.75,5.721
Rice,North,Black,1227.98,26.0,60.49,6.61,65.27,104.32,99.4,8.85,4.685
Rice,West,Sandy,755.43,28.02,71.31,6.49,147.13,33.73,89.68,0.8,6.28
Rice,South,Loamy,1356.12,26.69,85.23,6.2,48.62,71.61,128.88,5.42,7.786
Rice,West,Clay,1504.4,24.79,78.65,6.76,94.95,110.91,70.33,6.75,8.151
Rice,West,Alluvial,1201.49,26.85,78.11,5.51,37.43,102.9,131.9,1.87,6.906
Rice,West,Black,1103.62,31.89,55.01,5.81,163.01,64.8,28.83,9.23,3.391
Rice,East,Clay,1325.15,35.24,71.37,6.48,114.59,113.27,101.39,2.98,9.695
Rice,Central,Loamy,767.04,32.63,77.84,6.43,86.37,111.41,111.03,7.02,8.041
Rice,East,Sandy,1296.97,31.9,85.99,6.31,53.88,68.05,130.66,2.26,7.5
Rice,Central,Clay,1025.01,21.06,75.01,6.97,83.61,85.27,59.86,8.82,1.883
Rice,West,Clay,896.89,22.48,66.54,6.02,78.15,94.95,83.29,1.81,5.984
Rice,Central,Black,1005.86,27.97,55.35,6.31,72.65,69.96,105.38,8.43,4.033
Rice,West,Loamy,1154.36,31.28,90.2,5.84,120.08,43.19,118.25,1.17,6.722
Rice,Central,Sandy,935.6,34.6,60.21,6.21,109.05,91.11,107.33,4.51,7.862
Rice,North,Sandy,1233.39,29.88,81.25,6.19,89.52,99.64,120.4,8.35,6.621
Rice,West,Black,1025.92,28.0,87.79,6.14,134.31,58.12,136.49,3.4,7.305
Rice,South,Sandy,1019.64,20.76,51.07,6.79,66.8,59.96,53.03,7.36,1.834
Rice,South,Clay,1237.55,34.71,58.98,6.46,39.52,112.08,136.84,4.23,9.916
Rice,East,Clay,971.56,22.29,65.68,6.76,139.16,76.67,87.56,6.27,6.151
Rice,South,Sandy,1392.14,30.92,92.84,6.34,129.42,25.0,126.12,3.73,8.236
Rice,North,Black,1116.07,26.61,60.65,6.66,109.91,96.32,32.63,8.25,3.781
Rice,North,Black,1218.26,32.87,63.64,5.92,64.41,94.97,52.45,8.35,5.028
Rice,Central,Alluvial,1152.25,25.58,55.96,6.33,85.55,110.59,60.03,1.61,7.472
Rice,North,Black,853.82,33.53,66.82,5.74,42.39,54.02,90.19,6.72,4.184
Rice,East,Loamy,1040.05,24.44,67.84,7.11,118.39,36.5,100.04,1.81,5.273
Rice,South,Sandy,1184.07,26.61,89.28,6.98,141.68,90.08,118.48,2.61,7.069
Rice,East,Loamy,1418.5,25.3,81.1,6.48,36.76,101.77,112.47,6.47,8.373
Rice,East,Alluvial,1117.52,29.65,77.08,6.58,40.97,34.99,69.57,8.89,4.697
Rice,West,Loamy,994.78,33.77,64.74,6.59,46.17,50.75,65.27,8.88,3.181
Rice,South,Loamy,1052.72,27.53,65.89,5.8,161.56,36.73,60.56,8.13,4.783
Rice,Central,Black,1221.78,22.44,55.4,6.58,53.67,28.78,113.16,5.58,4.314
Rice,North,Loamy,1356.88,19.32,51.96,6.26,112.33,106.65,128.45,3.85,6.66
Rice,Central,Black,938.32,28.49,57.46,6.24,86.65,28.09,97.17,1.94,6.786
Rice,South,Black,962.78,29.26,77.27,6.07,44.12,88.27,34.29,5.04,6.12
Rice,West,Clay,1140.39,24.14,88.51,6.02,102.23,55.02,109.87,8.0,5.751
Rice,South,Loamy,946.53,31.86,85.9,5.71,40.17,27.1,142.21,8.02,5.679
Rice,North,Black,1300.23,28.78,90.81,6.33,160.6,79.95,135.56,3.17,8.234
Rice,South,Black,1464.13,28.67,52.78,6.9,60.24,96.29,47.05,5.41,6.687
Rice,North,Alluvial,1262.13,20.85,90.15,7.08,110.05,97.67,86.79,6.38,5.573
Rice,Central,Alluvial,1230.15,28.55,73.09,6.08,36.03,90.26,30.82,8.27,4.986
Rice,West,Clay,1357.28,31.52,57.53,6.0,166.82,70.97,69.25,1.65,9.98
Rice,South,Loamy,1294.96,29.5,62.22,6.05,112.79,50.48,50.47,1.51,7.074
Rice,North,Loamy,1061.15,22.55,57.84,5.23,159.71,73.73,52.67,7.63,3.854
Rice,North,Loamy,1320.62,23.25,49.41,5.83,93.15,103.18,49.04,9.28,4.221
Rice,West,Sandy,1144.97,25.43,61.82,5.97,47.79,60.96,142.76,6.69,4.552
Rice,West,Alluvial,1463.4,18.39,82.62,6.15,90.68,20.03,55.0,8.78,4.942
Rice,East,Loamy,1217.56,22.0,88.93,6.35,49.16,98.07,64.7,6.44,5.395
Rice,East,Loamy,750.64,25.89,55.41,5.56,107.68,108.98,75.68,9.02,6.327
Rice,North,Clay,1236.84,33.75,88.74,6.09,50.97,109.92,99.44,6.33,9.394
Rice,South,Sandy,1182.53,25.35,59.83,6.88,63.24,43.17,140.82,6.59,4.833
Rice,Central,Clay,1052.36,24.07,79.97,6.15,44.03,19.41,70.3,2.08,6.032
Rice,North,Black,1058.95,24.64,88.38,6.63,156.49,42.73,74.19,7.07,5.729
Rice,South,Black,1527.96,27.52,87.62,5.81,62.82,55.63,119.79,1.76,8.221
Rice,South,Sandy,1114.49,25.52,48.45,6.56,56.33,81.95,96.68,6.75,3.503
Rice,South,Loamy,1227.6,29.24,93.2,5.71,111.9,39.66,35.58,0.93,5.577
Rice,South,Sandy,1001.71,32.24,54.36,6.28,84.44,68.74,41.04,3.03,5.27
Rice,South,Sandy,1206.74,19.9,49.38,5.64,137.96,100.75,56.18,8.84,3.775
Rice,East,Loamy,1418.39,29.61,86.48,6.21,94.18,29.24,81.81,7.2,8.343
Rice,North,Black,1323.47,30.7,56.0,6.26,50.97,24.59,70.25,5.02,7.891
Rice,East,Alluvial,1369.86,29.47,70.26,6.33,169.99,108.06,72.02,1.34,8.745
Rice,West,Alluvial,1373.79,29.46,71.48,6.12,99.44,63.44,138.7,7.87,8.783
Rice,South,Loamy,1263.77,23.37,52.5,6.05,44.2,86.24,83.57,3.12,5.878
Rice,Central,Loamy,963.93,23.41,89.52,5.77,39.35,80.9,118.39,6.78,4.862
Rice,South,Sandy,1367.94,32.99,91.5,6.15,84.64,105.56,49.26,2.84,8.865
Rice,Central,Black,1237.29,27.16,57.98,6.67,53.97,36.58,115.62,6.05,4.946
Rice,North,Black,1280.89,28.33,64.56,6.03,85.45,100.77,114.86,6.85,6.681
Rice,South,Alluvial,1272.31,26.73,69.64,5.91,71.58,112.57,116.43,1.09,8.068
Rice,South,Sandy,951.78,30.86,74.15,6.24,147.99,33.02,122.97,6.26,6.675
Rice,West,Alluvial,1019.48,26.98,60.01,5.87,91.16,106.31,144.82,2.02,6.873
Rice,East,Loamy,1268.07,31.19,51.69,6.54,69.18,73.31,54.09,2.16,6.129
Rice,East,Black,1330.48,30.1,85.7,7.15,44.52,91.09,48.5,2.05,6.158
Rice,North,Alluvial,1077.24,30.07,78.5,6.04,95.25,66.46,90.06,6.92,6.091
Rice,East,Alluvial,1288.13,27.46,51.5,6.67,59.51,85.13,57.91,2.93,5.754
Rice,East,Alluvial,1165.24,34.5,80.25,6.84,63.67,49.83,135.65,4.8,8.356
Rice,East,Clay,1033.01,28.67,92.68,6.39,166.08,70.63,74.92,2.01,7.327
Rice,South,Sandy,1165.16,24.71,78.51,6.22,65.05,38.85,59.13,1.12,4.558
Rice,South,Black,997.14,24.64,69.6,5.81,108.29,51.48,116.74,3.63,7.445
Rice,West,Loamy,1047.9,22.54,66.13,6.67,74.45,71.37,51.87,3.04,4.071
Rice,Central,Clay,954.4,33.0,77.84,6.29,96.41,82.59,117.71,1.21,7.432
Rice,North,Alluvial,913.12,26.78,60.53,6.24,58.38,85.5,28.46,2.87,6.086
Rice,East,Clay,1263.11,28.21,90.99,6.45,80.27,68.67,65.46,4.56,5.709
Rice,West,Sandy,986.09,34.95,60.14,6.18,42.06,112.44,43.42,8.61,4.359
Rice,East,Sandy,1086.26,27.98,75.84,7.01,136.42,99.38,77.47,3.46,6.594
Rice,North,Clay,1155.25,29.26,69.73,6.44,142.18,61.86,82.81,8.13,6.21
Rice,Central,Loamy,1267.06,24.47,68.03,7.24,64.13,99.47,81.51,7.56,4.476
Rice,Central,Black,1028.77,27.57,50.63,6.21,104.23,38.51,111.99,4.89,5.962
Rice,South,Clay,1221.27,30.9,78.48,6.18,65.55,92.82,124.76,7.25,7.534
Rice,East,Black,1071.38,33.13,50.56,6.05,41.63,67.83,45.7,9.18,3.383
Rice,South,Black,1326.78,28.58,84.11,6.02,127.58,64.22,64.36,1.47,6.918
Rice,North,Alluvial,1031.78,30.62,59.62,6.04,77.96,64.26,111.34,7.73,5.004
Rice,East,Alluvial,812.0,30.63,90.96,6.04,96.52,79.77,60.6,1.14,5.195
Rice,Central,Clay,1417.99,30.05,49.62,5.72,124.17,51.06,88.82,2.1,8.95
Rice,North,Loamy,1545.45,29.53,78.83,5.51,77.66,97.4,98.63,4.46,9.967
Rice,South,Clay,946.35,32.14,80.56,5.58,96.84,71.54,38.73,9.29,3.085
Rice,West,Black,1196.01,30.21,85.3,6.22,62.25,94.38,115.63,9.04,6.117
Rice,West,Loamy,1317.18,24.89,84.9,6.73,144.91,85.45,142.22,6.34,7.578
Rice,East,Clay,1137.32,21.26,79.4,6.12,35.02,40.48,68.23,7.89,3.62
Rice,East,Alluvial,1225.59,28.24,93.89,6.25,153.96,110.11,63.28,6.36,8.561
Rice,West,Black,1093.9,36.18,48.58,5.86,138.91,73.0,134.68,8.15,6.239
Rice,North,Clay,1189.47,21.59,59.65,5.95,148.36,30.96,91.08,3.83,5.023
Rice,North,Sandy,1263.06,26.69,62.71,6.34,163.88,102.69,91.48,9.0,4.716
Rice,Central,Black,1360.77,26.69,69.24,6.19,133.47,53.01,35.49,1.87,5.942
Rice,North,Loamy,1189.33,29.33,51.11,6.18,97.38,56.98,121.88,9.39,6.005
Rice,East,Alluvial,821.71,29.38,81.75,5.85,112.39,28.27,96.74,8.26,5.351
Rice,Central,Loamy,1004.45,28.36,88.5,6.04,83.92,53.24,140.16,7.06,7.749
Rice,North,Alluvial,1401.84,29.02,67.89,6.1,47.47,68.8,123.99,7.9,5.901
Rice,East,Loamy,1228.61,33.7,84.88,6.38,168.98,60.05,72.53,7.19,9.916
Rice,West,Clay,934.67,37.57,71.71,6.72,136.54,19.05,129.94,6.24,5.924
Rice,West,Alluvial,1262.35,26.77,48.81,5.65,50.23,73.2,34.25,1.3,5.124
Rice,Central,Loamy,1450.1,24.03,80.86,6.13,97.42,32.98,52.97,2.18,6.657
Rice,West,Loamy,975.12,30.19,59.92,6.12,104.29,63.42,38.81,0.85,5.126
Rice,East,Clay,1178.71,25.43,59.76,5.92,116.39,105.7,51.63,6.07,5.964
Rice,North,Black,1116.83,22.64,60.54,6.74,42.1,109.58,79.79,1.58,5.946
Rice,North,Alluvial,1138.66,26.26,69.16,5.19,80.37,92.36,56.68,2.59,4.815
Rice,South,Black,1067.1,30.94,62.26,5.88,54.24,75.2,42.56,3.47,5.575
Rice,West,Black,1335.76,22.94,75.23,5.84,105.0,63.77,87.55,5.3,6.377
Rice,South,Loamy,1080.22,30.76,51.2,6.79,80.3,86.38,126.31,6.61,5.928
Rice,West,Alluvial,1132.65,27.7,84.08,5.67,131.15,83.8,139.39,6.38,7.896
Rice,South,Alluvial,1017.88,23.26,48.18,5.95,126.51,56.68,66.21,5.94,4.8
Rice,South,Sandy,1211.26,26.06,73.39,5.98,53.36,105.73,142.13,6.35,6.978
Rice,West,Black,1018.48,28.09,89.18,5.87,160.47,80.0,83.8,3.79,7.987
Rice,West,Alluvial,948.98,24.11,59.99,5.89,83.99,106.56,91.06,3.28,7.482
Rice,East,Sandy,1223.6,26.14,79.74,6.49,43.03,96.14,45.19,2.85,5.488
Rice,North,Black,1156.0,33.67,81.13,7.12,109.37,107.43,38.48,9.13,5.913
Rice,West,Clay,1373.04,29.02,81.6,5.64,130.7,35.41,42.78,3.52,7.222
Rice,North,Loamy,1205.58,28.84,63.08,6.11,97.55,28.39,51.1,4.02,6.941
Rice,South,Sandy,1423.13,32.75,62.96,5.79,100.22,20.37,106.77,8.9,5.558
Rice,South,Clay,1416.1,24.12,76.8,5.93,119.0,105.83,119.63,5.73,7.586
Rice,Central,Loamy,845.09,30.16,75.65,5.97,162.35,101.36,135.04,5.85,7.807
Rice,South,Black,1255.84,31.07,79.77,7.01,141.11,67.94,28.66,7.98,5.004
Rice,West,Clay,931.56,25.6,66.8,7.29,160.41,77.67,65.01,4.19,6.636
Rice,East,Clay,1258.49,22.05,85.78,6.89,77.97,91.48,58.69,6.3,4.521
Rice,South,Alluvial,1303.29,24.84,60.66,6.37,160.58,91.42,45.44,7.65,5.371
Rice,Central,Black,1368.61,25.44,67.65,6.38,139.91,27.98,60.37,1.82,6.475
Rice,West,Black,1409.1,23.71,51.74,5.79,39.82,98.93,63.02,1.39,6.466
Rice,East,Sandy,1203.09,25.67,71.36,5.65,138.8,85.19,103.75,3.3,7.808
Rice,East,Black,1073.24,23.06,92.08,7.02,144.53,46.63,98.42,8.58,4.949
Rice,South,Sandy,1072.18,25.42,59.46,6.25,99.52,26.43,127.61,8.84,2.999
Rice,North,Clay,993.44,28.87,81.06,6.15,160.93,35.97,43.99,8.13,4.912
Rice,North,Clay,1249.57,25.69,55.56,6.47,150.77,39.71,58.37,1.35,6.337
Rice,South,Alluvial,1006.93,38.53,50.9,5.73,165.66,38.59,76.71,5.03,6.467
Rice,East,Loamy,1175.91,25.46,69.31,6.71,159.64,33.57,108.01,5.79,5.565
Rice,West,Clay,1493.17,24.18,69.6,6.73,48.35,66.26,141.97,3.76,7.227
Rice,East,Loamy,889.6,34.56,93.16,6.58,165.52,55.35,92.06,3.62,8.534
Rice,North,Sandy,1204.63,29.73,61.07,5.8,163.01,84.49,70.39,9.34,5.27
Rice,South,Alluvial,1422.74,26.65,56.04,6.31,74.57,86.85,110.99,6.08,7.032
Rice,West,Loamy,1196.36,29.3,71.69,5.81,67.03,28.71,61.54,1.71,6.536
Rice,South,Alluvial,1177.68,27.8,50.27,5.14,77.25,73.14,29.03,4.54,4.108
Rice,Central,Alluvial,1192.42,27.49,57.33,6.57,48.72,108.41,59.29,8.72,4.577
Rice,Central,Sandy,1103.84,24.93,93.66,6.8,129.19,59.17,125.06,8.83,5.878
Rice,Central,Clay,870.84,31.1,49.02,6.35,92.72,69.54,73.07,4.15,5.937
Rice,East,Alluvial,1434.99,33.84,65.02,5.94,55.48,28.71,121.23,1.92,9.344
Rice,East,Alluvial,1110.29,27.36,70.84,5.47,133.21,40.91,44.44,9.13,3.205
Rice,North,Clay,1306.55,25.99,83.59,6.5,92.96,64.21,32.86,9.58,2.665
Rice,North,Black,1305.23,27.8,49.73,6.47,70.07,93.08,116.28,3.85,7.196
Rice,North,Black,1181.89,26.63,83.83,5.55,58.23,59.9,136.99,1.76,5.612
Rice,Central,Black,1383.59,25.98,70.9,6.93,135.2,97.42,120.45,3.36,8.432
Rice,North,Sandy,1377.02,29.26,82.41,6.37,65.9,38.32,58.3,4.88,7.887
Rice,South,Black,1300.65,28.06,66.33,6.26,127.8,114.4,67.19,3.2,9.254
Rice,East,Clay,1351.5,28.86,86.85,6.37,42.68,36.61,58.79,6.46,7.933
Rice,West,Alluvial,1125.05,25.58,52.56,6.72,95.46,24.16,96.95,8.83,2.566
Rice,South,Clay,1346.34,29.54,78.36,6.48,167.98,87.79,120.36,7.91,8.28
Rice,North,Loamy,1220.25,25.54,58.17,6.54,58.02,98.5,75.58,8.25,3.993
Rice,South,Black,1166.65,28.11,52.21,6.07,120.96,33.07,130.03,7.25,4.57
Rice,North,Black,1280.64,29.35,55.04,6.33,76.31,75.25,127.07,7.54,6.092
Rice,Central,Alluvial,785.72,31.1,84.11,6.5,77.01,37.8,113.11,1.94,6.524
Rice,East,Alluvial,700.3,24.15,76.5,6.07,38.02,59.68,97.94,1.19,5.337
Rice,East,Sandy,1355.49,31.35,68.51,5.84,130.09,102.55,91.48,5.7,8.774
Rice,East,Black,1200.84,27.22,59.81,5.91,133.45,101.63,110.98,4.9,7.375
Rice,North,Sandy,1167.91,25.63,58.76,6.34,126.28,79.62,109.14,3.26,7.893
Rice,North,Sandy,1152.07,28.69,92.25,5.54,165.48,96.03,54.83,3.83,6.532
Rice,North,Clay,1017.28,28.26,60.41,5.49,155.88,100.34,129.52,4.75,6.551
Rice,West,Clay,999.93,36.71,56.43,6.4,159.48,100.71,66.79,8.47,5.285
Rice,North,Black,1093.19,28.92,84.07,5.98,71.67,67.52,144.44,9.7,5.872
Rice,North,Black,1052.04,30.18,48.51,5.67,79.95,83.92,101.07,2.5,6.697
Rice,North,Alluvial,1073.08,23.72,61.51,6.47,157.75,40.63,96.56,5.97,5.521
Rice,East,Loamy,1326.89,28.7,77.64,5.77,51.52,38.64,64.43,4.55,7.435
Rice,East,Loamy,1249.01,27.0,93.37,6.25,67.88,74.96,72.13,1.14,4.788
Rice,Central,Sandy,1144.64,34.01,70.04,6.35,86.34,40.1,101.12,7.8,5.629
Rice,West,Alluvial,1276.55,27.44,91.98,6.95,135.97,109.07,130.72,3.6,6.764
Rice,South,Loamy,1516.19,31.12,56.46,6.66,96.5,107.15,68.7,4.12,10.613
Rice,South,Loamy,982.09,27.73,65.1,6.4,153.48,52.7,67.25,6.33,6.745
Rice,Central,Sandy,1164.87,29.44,91.94,6.05,123.63,69.6,66.33,3.76,6.527
Rice,North,Sandy,1199.23,28.64,89.32,6.21,169.79,37.18,90.19,4.05,6.951
Rice,East,Clay,1304.49,32.83,55.57,6.92,42.86,54.53,131.83,3.69,7.033
Rice,West,Loamy,987.8,28.07,57.09,6.5,128.67,43.1,103.41,2.03,7.414
Rice,Central,Clay,993.68,22.07,61.36,5.5,133.92,28.79,60.03,3.51,5.017
Rice,South,Alluvial,1475.08,26.98,91.25,6.54,135.3,49.02,42.77,8.47,6.961
Rice,West,Black,1083.15,27.35,50.73,6.37,119.33,75.42,108.6,5.41,7.033
Rice,South,Sandy,1202.51,26.75,89.66,6.29,118.51,40.29,38.17,8.23,4.951
Rice,West,Alluvial,1187.69,30.22,62.45,5.79,52.78,54.15,134.42,1.0,6.584
Rice,North,Loamy,1256.03,30.46,60.82,7.06,152.46,114.01,79.5,7.96,5.389
Rice,East,Alluvial,1457.67,25.15,81.68,6.23,159.88,71.56,99.64,8.56,8.716
Rice,South,Black,1120.56,24.29,84.16,5.91,164.11,45.27,115.15,8.28,5.446
Rice,South,Clay,1122.2,24.69,58.31,6.43,84.71,67.46,86.65,1.04,5.595
Rice,East,Black,1219.32,31.13,81.68,5.95,105.83,32.95,135.47,5.05,7.701
Rice,Central,Clay,1206.0,25.74,81.23,5.7,47.74,44.77,102.37,5.14,5.234
Rice,West,Alluvial,1075.11,26.84,68.12,7.01,69.28,98.58,92.6,6.21,5.351
Rice,South,Clay,1091.5,34.73,84.17,5.84,93.95,83.31,139.48,2.5,8.468
Rice,North,Clay,1007.35,30.2,54.86,6.36,87.38,32.44,49.41,6.0,5.317
Rice,South,Clay,971.41,28.68,68.22,5.34,37.26,108.21,51.31,1.14,5.522
Rice,Central,Loamy,1064.26,27.42,83.93,5.95,65.82,73.57,103.84,4.14,6.029
Rice,West,Loamy,1278.86,27.75,62.12,6.19,143.17,23.81,94.99,8.88,4.03
Rice,South,Clay,1215.79,30.59,86.34,6.18,35.02,107.04,54.11,2.98,7.243
Rice,West,Loamy,1189.28,21.02,53.26,6.2,101.19,20.24,54.38,3.96,5.531
Rice,East,Black,845.71,32.26,66.05,6.13,162.97,67.68,79.56,4.73,9.444
Rice,Central,Black,1131.08,34.49,89.66,6.33,41.63,38.92,139.48,8.92,6.238
Rice,Central,Alluvial,1225.78,26.93,64.97,7.11,36.79,78.82,101.95,8.39,2.662
Rice,West,Clay,1308.05,25.36,77.24,6.43,88.07,18.25,62.67,4.24,6.591
Rice,East,Alluvial,1053.8,26.18,53.9,6.02,141.74,47.65,91.86,8.07,5.04
Rice,North,Loamy,1172.45,26.69,91.07,6.91,84.77,35.43,74.21,5.31,5.704
Rice,West,Loamy,1320.18,30.64,70.41,6.0,159.95,54.87,51.38,5.12,8.504
Rice,West,Black,964.87,27.47,86.37,5.64,70.44,107.66,45.95,4.31,6.159
Rice,Central,Sandy,1031.09,31.64,55.88,6.41,148.13,29.91,29.95,1.54,6.4
Rice,Central,Black,1024.68,22.71,89.9,5.49,48.82,95.62,75.39,5.36,4.882
Rice,North,Black,980.07,32.72,52.08,6.73,121.17,97.07,92.67,6.24,5.934
Rice,North,Clay,1069.67,36.94,68.29,5.87,165.18,72.64,142.24,5.69,6.743
Rice,West,Sandy,902.71,23.98,52.62,6.84,114.33,87.94,60.5,5.27,4.812
Rice,South,Alluvial,1052.39,29.1,74.94,6.09,121.74,26.3,121.74,5.26,6.38
Rice,South,Sandy,1332.1,30.76,71.18,6.12,90.65,104.58,60.04,9.63,6.387
Rice,South,Black,1302.85,27.06,85.46,5.97,169.66,80.82,122.73,5.82,8.621
Rice,North,Sandy,1248.99,26.35,59.92,5.98,97.44,87.22,39.23,6.75,3.846
Rice,North,Clay,936.73,28.77,79.62,6.48,164.62,55.93,77.71,4.17,8.083
Rice,Central,Sandy,999.54,30.62,71.71,6.62,165.26,93.41,144.13,4.99,6.681
Rice,North,Clay,1152.37,26.73,73.69,6.4,140.51,104.53,81.73,3.79,7.15
Rice,Central,Sandy,1535.55,27.26,56.46,5.93,46.96,104.54,90.02,5.11,8.471
Rice,North,Alluvial,1332.15,32.6,58.29,6.43,149.59,47.35,59.3,4.35,8.546
Rice,North,Black,1215.79,31.85,68.27,5.66,47.68,109.7,75.17,2.96,7.994
Rice,Central,Loamy,1007.72,28.86,78.67,6.61,63.75,23.67,95.15,1.09,5.377
Rice,North,Alluvial,1445.53,28.73,85.24,6.01,144.74,32.98,91.16,3.19,8.179
Rice,West,Clay,1276.23,33.12,74.36,6.32,115.89,107.43,123.06,5.9,8.349
Rice,East,Loamy,1327.19,26.52,52.7,5.85,160.73,80.63,105.51,9.24,6.957
Rice,Central,Black,998.8,29.23,74.06,6.8,58.66,29.0,114.92,6.9,4.955
Rice,South,Clay,1310.34,31.07,63.38,7.65,95.16,94.93,101.91,2.36,8.074
Rice,North,Clay,1120.17,28.43,49.42,6.75,103.07,26.36,55.14,2.04,5.937
Rice,North,Alluvial,1048.84,29.69,77.0,6.07,154.1,18.91,32.36,7.89,5.07
Rice,West,Clay,1268.97,38.12,49.23,6.68,150.92,65.52,85.69,4.16,8.972
Rice,North,Alluvial,1073.02,30.11,92.1,5.88,164.43,66.47,89.66,1.73,7.748
Rice,North,Black,1071.57,24.55,67.88,6.1,133.78,63.56,117.72,8.43,5.75
Rice,East,Loamy,1039.96,25.74,75.43,6.18,99.06,105.06,69.11,5.02,7.268
Rice,North,Sandy,1020.32,24.56,50.42,6.08,146.48,56.75,131.79,7.99,4.845
Rice,North,Black,971.27,29.1,81.43,6.82,99.53,79.52,90.41,7.14,5.707
Rice,North,Clay,1031.24,34.47,50.74,6.23,122.5,95.63,55.86,4.23,6.715
Rice,South,Alluvial,1468.91,27.23,76.27,6.71,145.61,27.8,79.4,8.78,5.969
Rice,East,Clay,1214.72,25.95,73.69,6.36,37.51,44.26,85.69,9.23,2.767
Rice,South,Loamy,1008.98,30.65,90.69,6.57,56.03,30.98,63.52,7.11,6.93
Rice,Central,Loamy,1293.92,24.91,82.54,5.35,51.3,104.07,46.0,3.57,5.9
Rice,North,Loamy,1393.74,23.15,52.49,6.28,120.55,98.75,143.22,3.75,7.678
Rice,South,Clay,1079.77,32.89,79.48,6.54,72.21,42.41,91.51,2.02,6.039
Rice,East,Clay,1192.74,33.4,78.97,6.76,138.45,47.71,39.49,3.34,6.758
Rice,West,Alluvial,1223.4,29.4,64.05,6.39,44.91,91.03,38.68,6.81,4.998
Rice,North,Clay,1184.97,33.17,88.18,5.79,39.2,51.04,56.32,7.9,5.716
Rice,East,Black,921.64,26.93,53.85,5.92,73.1,89.7,53.06,3.73,6.001
